Go.,Geh.
I'm a spy.,Ich bin Spionin.
I'm alone.,Ich bin allein.
I'm angry.,Ich bin sauer.
I'm awake.,Ich bin wach.
I'm blind.,Ich bin blind.
I'm bored.,Ich bin gelangweilt.
I'm bored.,Mir ist langweilig.
I'm broke.,Ich bin knapp bei Kasse.
I'm broke.,Ich bin pleite.
I'm crazy.,Ich bin verrückt.
I'm cured.,Ich bin geheilt.
I'm drunk.,Ich bin betrunken.
I'm drunk.,Ich bin blau.
I'm drunk.,Ich bin breit.
I'm dying.,Ich werde bald sterben.
I'm early.,Ich bin früh dran.
I'm first.,Ich bin Erster.
I'm first.,Ich bin Erste.
I'm fussy.,Ich bin pingelig.
I'm going.,Ich gehe jetzt.
I'm happy.,Ich bin glücklich.
I'm happy.,Ich bin froh.
I'm heavy.,Ich bin schwer.
I'm lying.,Ich lüge.
I'm needy.,Ich bin bedürftig.
I'm obese.,Ich bin fett.
I'm picky.,Ich bin pingelig.
I'm picky.,Ich bin wählerisch.
I'm ready!,Ich bin soweit!
I'm ready.,Ich bin soweit.
I'm ready.,Ich bin so weit.
I'm right.,Ich habe recht.
I'm right.,Ich habe Recht.
I'm silly.,Ich bin albern.
I'm silly.,Ich bin dämlich.
I'm sober.,Ich bin nüchtern.
I'm sorry.,Es tut mir leid.
I'm sorry.,Entschuldigung!
I'm sorry.,Entschuldigung.
I'm stuck.,Ich stecke fest.
I'm tired.,Ich bin müde!
I'm tired.,Ich bin müde.
I'm tough.,Ich bin zäh.
I'm upset.,Ich bin verärgert.
I'm upset.,Ich bin bestürzt.
I'm wrong.,Ich habe mich geirrt.
I'm wrong.,Ich liege falsch.
I'm yours.,Ich gehöre dir.
I've lost.,Ich habe verloren.
Ignore it.,Beachte es gar nicht!
Ignore it.,Beachten Sie es gar nicht!
Is Tom OK?,Ist Tom okay?
Is Tom in?,Ist Tom da?
Is he Tom?,Ist das Tom?
Is he Tom?,Ist er Tom?
Is it Tom?,Ist das Tom?
Is it bad?,Ist es schlimm?
Is it bad?,Ist es schlecht?
Is it far?,Ist das weit?
Is it hot?,Ist es heiß?
Is it new?,Ist es neu?
Is it red?,Ist es rot?
Is it red?,Ist sie rot?
It bit me.,Sie hat mich gebissen.
It burned.,Es brannte.
It burned.,Es verbrannte.
It poured.,Es schüttete.
It snowed.,Es hat geschneit.
It stinks.,Da ist doch was faul.
It worked.,Es hat geklappt.
It worked.,Das hat funktioniert.
It's 3:30.,Es ist halb vier.
It's 7:45.,Es ist 7:45 Uhr.
It's 7:45.,Es ist sieben Uhr fünfundvierzig.
It's 8:30.,Es ist 8:30 Uhr.
It's 8:30.,Es ist jetzt 8.30 Uhr.
It's 9:15.,Es ist Viertel nach neun.
It's 9:15.,Es ist 9.15 Uhr.
It's a TV.,Das ist ein Fernseher.
It's cold.,Es ist kalt.
It's cool.,Es ist kühl.
It's dark.,Es ist dunkel.
It's easy.,Das ist einfach.
It's easy.,Es ist einfach.
It's fair.,Es ist gerecht.
It's free.,Es ist frei.
It's full.,Es ist voll.
It's gone.,Es ist verschwunden.
It's gone.,Es ist weg.
It's hard.,Das ist hart.
It's here.,Es ist hier.
It's late.,Es ist spät.
It's mine.,Es ist meins.
It's mine.,Sie gehört mir.
It's mine.,Er gehört mir.
It's okay.,Es ist in Ordnung.
It's open.,Es ist geöffnet.
It's open.,Er hat auf.
It's ours.,Es ist unsers.
It's over.,Es ist vorbei.
It's sand.,Es ist Sand.
It's true.,Es ist wahr.
It's work.,Es ist Arbeit.
It's work.,Das ist meine Arbeit.
Jump down.,Spring runter!
Just swim.,Schwimm einfach.
Keep away.,Bleib weg.
Keep away.,Bleibt weg.
Keep away.,Bleiben Sie weg.
Keep back.,Bleiben Sie zurück.
Keep calm.,Bleib ruhig.
Keep calm.,Bleiben Sie ruhig.
Keep cool.,Bleib gelassen!
Keep down.,Bleib unten.
Keep that.,Behalt’s!
Keep them.,Behalte sie.
Keep them.,Behalten Sie sie.
Keep them.,Behaltet sie.
Keep them.,Behalt sie!
Keep this.,Behalte das!
Keep warm.,Halt dich warm.
Keep warm.,Haltet euch warm.
Keep warm.,Halten Sie sich warm.
Kill them.,Töte sie!
Kill them.,Tötet sie!
Kill them.,Töten Sie sie!
Kill them.,Bring sie um!
Kill them.,Bringt sie um!
Kill them.,Bringen Sie sie um!
Leave Tom.,Verlasse Tom.
Leave Tom.,Verlassen Sie Tom.
Leave now.,Geh jetzt!
Leave now.,Geht jetzt!
Let it be.,Lass es sein.
Let it be.,Lass es bleiben.
Let me be.,Lass mich in Ruhe.
Let me go!,Lassen Sie mich gehen!
Let me go!,Lass mich gehen!
Let me in.,Lass mich herein.
Let us go.,Lass uns gehen.
Let us go.,Lassen Sie uns gehen.
Let's eat.,Essen wir etwas!
Let's see.,Schauen wir mal.
Let's see.,Lass sehen.
Let's try!,Lasst es uns versuchen!
Let's try!,Lass es uns probieren!
Lie still.,Lieg still und beweg dich nicht.
Listen up.,Hör zu.
Listen up.,Hört zu.
Look away.,Schau weg.
Look back!,Schau nach hinten!
Look back.,Schau hinter dich.
Look down.,Guck runter.
Look here.,Schau hier.
Look here.,Schau her.
Loosen it.,Dreh es auf.
Loosen up.,Mach dich locker!
Move over.,Rutsch mal ein Stück!
Nice shot!,Guter Schuss!
Of course!,Natürlich!
Of course!,Selbstverständlich!
Of course!,Auf jeden Fall!
Of course!,Na klar!
Of course!,Aber sicher doch!
Please go.,Bitte geh.
Please go.,Bitte geht.
Please go.,Bitte gehen Sie.
Put it on.,Setz es auf.
Put it on.,Tu es drauf.
Put it on.,Setz ihn auf.
Put it on.,Zieh sie an.
Put it on.,Setz sie auf.
Put it on.,Setz sie dir auf.
Put it on.,Zieh sie dir an.
Put it on.,Setz ihn dir auf.
Read this.,Lies das hier.
Repeat it.,Wiederhole es!
Repeat it.,Wiederholen Sie es
Repeat it.,Wiederholt es!
"Say ""aah.""",Sag „Ah!“
Say hello.,Sag Hallo.
See below.,Siehe unten.
Seize him!,Fass ihn!
Seize him!,Fassen Sie ihn!
Seize him!,Fasst ihn!
Seriously?,Wirklich?
Seriously?,Echt?
Seriously?,Ernsthaft?
Seriously?,Im Ernst?
Seriously?,Echt jetzt?
She cried.,Sie weinte.
She tried.,Sie hat's versucht.
She walks.,Sie geht.
She walks.,Sie geht zu Fuß.
She's hot.,Sie ist heiß.
Sign here.,Unterschreibe hier.
Sign here.,Unterschreiben Sie hier.
Sign this.,Unterschreiben Sie das.
Sign this.,Unterschreib das.
Sit by me.,Setz dich zu mir!
Sit still.,Sitz still.
Sit still.,Sitzen Sie still.
Sit there.,Setz dich dorthin.
Sit tight.,Harre aus!
Slow down.,Mach langsamer.
Start now.,Beginnen Sie jetzt.
Start now.,Fang jetzt an.
Stay away.,Bleiben Sie weg.
Stay back.,Bleibt zurück!
Stay calm.,Bleib ruhig.
Stay calm.,Bleiben Sie ruhig.
Stay cool.,Bleib ruhig.
Stay cool.,Bleibt ruhig.
Stay cool.,Bleiben Sie ruhig.
Stay cool.,Bleib cool.
Stay cool.,Bleibt cool.
Stay down!,Bleib unten!
Stay down.,Bleib unten!
Stay home.,Bleib zu Hause.
Stay thin.,Bleib dünn.
Step back.,Tritt zurück!
Stop here.,Hör hier auf.
Stop here.,Halte hier.
Stop here.,Halte hier an.
Stop here.,Bleib hier stehen.
Stop that!,Lass das!
Stop that!,Hör auf damit!
Stop that!,Hör mal auf!
Stop that!,Hör mal auf damit!
Stop them.,Stopp sie.
Stop them.,Stoppen Sie sie.
Take care!,Pass auf dich auf!
Take care!,Gib auf dich Acht!
Take care.,Mach's gut.
Take care.,Gib auf dich Acht!
Take mine.,Nimm meins.
Take mine.,Nimm meine.
Take mine.,Nimm meinen.
Take mine.,Nehmt meins.
Take mine.,Nehmt meine.
Take mine.,Nehmt meinen.
Take mine.,Nehmen Sie meins.
Take mine.,Nehmen Sie meinen.
Take mine.,Nehmen Sie meine.
Take over.,Übernimm du.
Take over.,Übernehmt ihr.
Take over.,Übernehmen Sie.
Take this.,Nimm das.
Thank you.,Danke!
Thank you.,Danke schön!
That hurt.,Das tat weh.
That hurt.,Das hat wehgetan.
That's OK.,Das ist in Ordnung.
That's OK.,Das ist o.k.
That's it.,Das war's.
That's me.,Das bin ich!
That's me.,Ich bin jetzt fertig.
Then what?,Na und?
They fell.,Sie fielen.
They fell.,Sie stürzten.
They lied.,Sie haben gelogen.
They lost.,Sie verloren.
They lost.,Sie haben verloren.
They swam.,Sie schwammen.
Time's up.,Die Zeit ist um.
Tom began.,Thomas begann.
Tom began.,Thomas hat begonnen.
Tom began.,Thomas fing an.
Tom began.,Thomas hat angefangen.
Tom bowed.,Tom verneigte sich.
Tom cares.,Tom kümmert es.
Tom cooks.,Tom kocht.
Tom cried.,Tom weinte.
Tom dived.,Tom tauchte.
Tom dozed.,Tom döste.
Tom drove.,Tom fuhr.
Tom froze.,Tom erstarrte.
Tom is OK.,Tom ist in Ordnung.
Tom is in.,Tom ist hier.
Tom is up.,Tom ist auf.
Tom knelt.,Tom kniete.
Tom knelt.,Tom kniete sich hin.
Tom knelt.,Thomas kniete.
Tom knits.,Tom strickt.
Tom knows.,Tom weiß es.
Tom knows.,Tom weiß Bescheid.
Tom moved.,Tom bewegte sich.
Tom rocks.,Tom ist super.
Tom rocks.,Tom ist fantastisch.
Tom slept.,Tom schlief.
Tom spoke.,Tom hat gesprochen.
Tom spoke.,Tom sprach.
Tom spoke.,Tom redete.
Tom stood.,Tom stand auf.
Tom swims.,Tom schwimmt.
Tom swore.,Tom fluchte.
Tom tried.,Tom versuchte es.
Tom tried.,Tom hat es versucht.
Tom tries.,Tom versucht es.
Tom voted.,Tom hat gewählt.
Tom voted.,Tom wählte.
Tom walks.,Tom geht zu Fuß.
Tom waved.,Tom winkte.
Tom works.,Tom arbeitet.
Tom'll go.,Tom wird gehen.
Tom's fat.,Tom ist dick.
Tom's mad.,Tom ist wütend.
Tom's sad.,Tom ist traurig.
Tom's shy.,Tom ist schüchtern.
Trust Tom.,Vertraue Tom!
Trust Tom.,Vertrauen Sie Tom!
Trust Tom.,Vertraut Tom!
Try again.,Versuchen Sie es noch einmal.
Try again.,Versuch es noch einmal.
Try again.,Versucht es noch mal.
Try it on.,Probier es an!
Try it on.,Probier sie an!
Try it on.,Probier ihn an!
Unlock it.,Schließ es auf.
Unlock it.,Entsperr es.
Watch Tom.,Sieh Tom zu!
Watch Tom.,Sehen Sie Tom zu!
Watch Tom.,Seht Tom zu!
We agreed.,Wir waren uns einig.
We agreed.,Wir stimmten zu.
We can go.,Wir können gehen.
We did it!,Wir haben es geschafft!
We did it.,Wir haben es geschafft!
We failed.,Wir sind gescheitert.
We failed.,Wir haben versagt.
We forgot.,Wir haben es vergessen.
We limped.,Wir hinkten.
We prayed.,Wir haben gebetet.
We prayed.,Wir beteten.
We saw it.,Wir sahen es.
We saw it.,Wir haben es gesehen.
We smiled.,Wir lächelten.
We talked.,Wir haben uns unterhalten.
We waited.,Wir warteten.
We walked.,Wir sind zu Fuß gegangen.
We'll see.,Wir werden sehen.
We'll try.,Wir werden es versuchen.
We'll win.,Wir werden siegen.
We're hot.,Uns ist heiß.
We're mad.,Wir sind verrückt.
We're old.,Wir sind alt.
We're sad.,Wir sind traurig.
We're shy.,Wir sind schüchtern.
We've won!,Wir haben gewonnen!
Well done.,Gut gemacht.
What's on?,Was ist los?
What's up?,Was ist los?
What's up?,"Na, wie geht's?"
Who cares?,Na und?
Who cares?,Wen kümmert’s?
Who cares?,Wen kümmert das schon?
Who cares?,Wen interessiert’s?
Who drove?,Wer ist gefahren?
Who drove?,Wer fuhr?
Who is he?,Wer ist er?
Who is it?,Wer ist da?
Who spoke?,Wer hat gesprochen?
Who spoke?,Wer sprach?
Who stood?,Wer stand?
Who'll go?,Wer geht?
Who'll go?,Wer wird gehen?
Who's she?,Wer ist sie?
Wonderful!,Wunderbar!
Wonderful!,Herrlich!
Write Tom.,Schreibe Tom!
Write Tom.,Schreiben Sie Tom!
Write Tom.,Schreibt Tom!
You drive.,Du fährst.
You drive.,Sie fahren.
You idiot!,Du Idiot!
You smell.,Du stinkst.
You start.,Du fängst an.
You stink.,Du stinkst.
You stink.,Ihr stinkt.
You stink.,Sie stinken.
You tried.,Du hast's versucht.
You're OK.,Du bist okay.
Aim higher.,Ziel höher!
Aim higher.,Zielen Sie höher!
Aim higher.,Zielt höher!
All aboard!,Alle Mann an Bord!
Am I dying?,Sterbe ich?
Am I early?,Bin ich früh dran?
Am I fired?,Bin ich gefeuert?
Am I hired?,Bin ich eingestellt?
Am I ready?,Bin ich bereit?
Am I right?,Habe ich recht?
Am I right?,Liege ich richtig?
Am I weird?,Bin ich komisch?
Am I wrong?,Hab ich nicht Recht?
Am I wrong?,Irre ich mich?
Answer Tom.,Antworte Tom!
Answer Tom.,Antworten Sie Tom!
Answer Tom.,Antwortet Tom!
Are you 18?,Bist du 18?
Are you OK?,Geht es dir gut?
Are you OK?,Geht es euch gut?
Are you OK?,Geht es Ihnen gut?
Are you in?,Bist du dabei?
Are you up?,Bist du auf?
Are you up?,Bist du aufgestanden?
Ask anyone.,Frag irgendwen!
Ask around.,Frag herum.
Ask around.,Fragen Sie herum.
Ask around.,Fragt herum.
Be careful!,Vorsicht!
Be careful.,Sei vorsichtig!
Be careful.,Sieh dich vor!
Be careful.,Gib Obacht!
Be careful.,Gib Acht!
Be careful.,Gib acht!
Be on time.,Sei pünktlich.
Be on time.,Seien Sie pünktlich.
Be patient.,Sei geduldig!
Be serious.,Bleib mal auf dem Boden der Tatsachen!
Birds sing.,Vögel singen.
Bottoms up!,Zum Wohl!
Bring food.,Bring Essen mit.
Bring food.,Bringen Sie Essen mit.
Bring help.,Hol Hilfe.
Bring wine.,Bring Wein.
Can I come?,Kann ich kommen?
Can I come?,Darf ich kommen?
Can I help?,Kann ich helfen?
Can I help?,Kann ich mich nützlich machen?
Can I help?,Darf ich helfen?
Can I sing?,Kann ich singen?
Can I stay?,Kann ich bleiben?
Carry this.,Trag das.
Check that.,Prüfe das nach!
Check that.,Prüfen Sie das nach!
Check this.,Überprüfen Sie das.
Choose one.,Suche eines aus.
Choose one.,Such dir eine aus.
Come again.,Komm wieder.
Come again.,Kommt wieder.
Come again.,Kommen Sie wieder.
Come alone.,Komm allein.
Come alone.,Kommen Sie allein.
Come alone.,Kommt allein.
Come along.,Komm mit.
Come along.,Kommt mit.
Come early.,Kommen Sie frühzeitig.
Come early.,Komm frühzeitig.
Come on in!,Komm rein!
Come on in!,Komm doch herein!
Come on in.,Komm herein.
Come quick!,Komm schnell!
Come quick!,Kommt schnell!
Come quick!,Kommen Sie schnell!
Come quick!,Kommt sofort.
Come to me.,Komm zu mir.
Come to us.,Komm zu uns.
Definitely!,Auf jeden Fall!
Destroy it.,Mach es kaputt.
Did Tom go?,Ist Tom hingegangen?
Did Tom go?,Ist Tom gegangen?
Did we win?,Haben wir gewonnen?
Dig faster.,Grab schneller.
Do come in.,Komm doch herein.
Do come in.,Kommen Sie doch rein!
Do come in.,Komm doch rein!
Do come in.,Kommen Sie bitte herein.
Do men cry?,Weinen Männer?
Don't brag.,Gib nicht an.
Don't come.,Komm nicht.
Don't come.,Kommt nicht!
Don't come.,Kommen Sie nicht!
Don't jump!,Spring nicht!
Don't jump!,Nicht springen!
Don't jump.,Spring nicht!
Don't look.,Nicht gucken!
Don't move!,Nicht bewegen!
Don't move!,Beweg dich nicht!
Don't move.,Beweg dich nicht.
Don't move.,Bewegt euch nicht.
Don't move.,Nicht bewegen!
Don't peek.,Nicht gucken!
Don't push.,Nicht schubsen!
Don't rush.,Nur nicht so eilig.
Don't rush.,Lass dir Zeit!
Don't sing.,Sing nicht.
Don't stop.,Hör nicht auf.
Don't talk!,Nicht reden!
Don't talk!,Sag nichts!
Don't wait.,Warte nicht!
Don't wait.,Wartet nicht!
Don't wait.,Warten Sie nicht!
Don't yell.,Schrei nicht!
Don't yell.,Schreien Sie nicht!
Don't yell.,Schreit nicht!
Drink this.,Trink das!
Drink this.,Trink das hier!
Duty calls.,Die Pflicht ruft.
Eat slowly.,Iss langsam!
Examine it.,Untersuchen Sie es.
Fill it up.,Volltanken.
Find a job.,Such dir einen Job.
Find a job.,Besorgt euch einen Job.
Find a job.,Suchen Sie sich Arbeit.
Fire burns.,Feuer brennt.
Follow Tom.,Folge Tom.
Follow Tom.,Folgen Sie Tom.
Follow Tom.,Folgt Tom.
Follow him.,Folge ihm!
Forget Tom.,Vergiss Tom.
Forget him.,Vergessen Sie ihn.
Forgive us.,Vergib uns.
Get a life!,Hast du nichts anderes zu tun?
Get a life.,Hast du nichts anderes zu tun?
Get inside.,Komm herein.
Get moving.,Beweg dich.
Get off me.,Lass mich in Ruhe.
Get off me.,Runter von mir!
Get to bed.,Geh schlafen.
Get to bed.,Gehe schlafen!
Give it up.,Gib es auf!
Go on home.,Geh nach Hause.
Go see Tom.,Geh zu Tom.
Go to work.,Geh arbeiten!
Go to work.,Gehe arbeiten!
Go warm up.,Geht euch aufwärmen!
God exists.,Gott existiert.
Good night.,Gute Nacht!
Have faith.,Hab Vertrauen.
He ate out.,"Er ist weggegangen, um zu essen."
He gave in.,Er gab auf.
He gave up.,Er gab auf.
He got a D.,Er bekam ein „ausreichend“.
He got a D.,Er bekam eine Vier.
He hung up.,Er legte auf.
He hung up.,Er hat aufgelegt.
He is a DJ.,Er ist ein DJ.
He is a DJ.,Er ist DJ.
He is busy.,Er ist beschäftigt.
He is here!,Er ist hier!
He is kind.,Er ist freundlich.
He is kind.,Er ist liebenswürdig.
He is late.,Er kommt zu spät.
He is mean.,Er ist gemein.
He is mean.,Er ist fies.
He is poor.,Er ist arm.
He is sick.,Er ist krank.
He is tall.,Er ist groß.
He laughed.,Er lachte.
He laughed.,Er hat gelacht.
He made it.,Er schaffte es.
He's Swiss.,Er ist Schweizer.
He's broke.,Er ist pleite.
He's cruel.,Er ist grausam.
He's lying.,Er lügt.
He's smart.,Er ist klug.
He's smart.,Er ist elegant.
Head north.,Fahren Sie Richtung Norden.
Head north.,Fahrt Richtung Norden.
"Hello, Tom.","Hallo, Tom."
Here he is!,Er ist hier!
Here it is.,Hier ist es.
Here we go.,Los geht's.
Here we go.,Jetzt geht's los!
Here's Tom.,Hier ist Tom.
Hold still.,Halt still!
Hold still.,Halten Sie still!
Hold still.,Haltet still!
Hold tight.,Halt dich fest.
How absurd!,So ein Unsinn!
How absurd!,Wie absurd!
How boring!,Wie langweilig!
How clever!,Wie schlau!
How clever!,Wie geschickt!
How clever!,Wie klug!
How lovely!,Wie nett!
How tragic!,Wie tragisch!
How was it?,Wie war es?
How's work?,Wie läuft die Arbeit?
Hurry home.,Geh schnell nach Hause.
Hurry home.,Gehen Sie schnell nach Hause.
I admit it.,Ich geb es zu.
I am a boy.,Ich bin ein Junge.
I am a man.,Ich bin ein Mann.
I am a man.,Ich bin ein Mensch.
I am happy.,Ich bin glücklich.
I am happy.,Ich bin froh.
I am human.,Ich bin menschlich.
I am ready.,Ich bin bereit.
I am ready.,Ich bin fertig.
I am ready.,Ich bin soweit.
I am right.,Ich habe recht.
I am right.,Ich habe Recht.
I broke it.,Ich habe es kaputtgemacht.
I built it.,Ich habe es gebaut.
I built it.,Ich habe ihn gebaut.
I built it.,Ich habe sie gebaut.
I can come.,Ich kann kommen.
I can cook.,Ich kann kochen.
I can help.,Ich kann helfen.
I can jump.,Ich kann springen.
I can sing.,Ich kann singen.
I can stay.,Ich kann bleiben.
I can swim.,Ich kann schwimmen.
I can wait.,Ich kann warten.
I can walk.,Ich kann gehen.
I can't go.,Ich kann nicht gehen.
I canceled.,Ich habe abgesagt.
I canceled.,Ich sagte ab.
I chew gum.,Ich kaue Kaugummi.
I disagree.,Ich bin anderer Meinung.
I disagree.,Ich bin anderer Ansicht.
I drank it.,Ich habe es getrunken.
I eat here.,Ich esse hier.
I eat meat.,Ich esse Fleisch.
I eat rice.,Ich esse Reis.
I enjoy it.,Das gefällt mir.
I enjoy it.,Ich weiß das zu schätzen.
I enjoy it.,Ich mag das.
I enjoy it.,Ich bin damit zufrieden.
I enjoy it.,Es ist mir recht.
I envy Tom.,Ich beneide Tom.
I envy her.,Ich beneide sie.
I envy him.,Ich beneide ihn.
I feel bad.,Ich fühle mich schlecht.
I feel old.,Ich fühle mich alt.
I fixed it.,Ich habe es repariert.
I fixed it.,Ich habe ihn repariert.
I fixed it.,Ich habe sie repariert.
I found it.,Ich habe es gefunden.
I found it.,Ich habe ihn gefunden.
I found it.,Ich habe sie gefunden.
I got an A.,Ich habe eine Eins bekommen.
I got cold.,Mir wurde kalt.
I got paid.,Ich bin bezahlt worden.
I had help.,Ich hatte Hilfe.
I hate Tom.,Ich hasse Tom.
I have one.,Ich habe eine.
I have one.,Ich habe eines.
I have won.,Ich habe gewonnen.
I have won.,Ich gewann.
I have won.,Ich bin der Sieger.
I have won.,Ich bin Sieger.
I hear you.,Ich höre dich.
I hear you.,"Ich weiß, was ihr meint."
I hear you.,"Ich weiß, was Sie meinen."
I hear you.,"Ich verstehe, was ihr sagt."
I hear you.,"Ich verstehe, was Sie sagen."
I heard it.,Ich habe es gehört.
I heard it.,Ich habe es vernommen.
I help him.,Ich helfe ihm.
I hope not.,Ich hoffe nicht.
I hope not.,"Ich hoffe, das ist nicht der Fall."
I just ate.,Ich habe gerade gegessen.
I knew Tom.,Ich kannte Tom.
I know Tom.,Ich kenne Tom.
I know her.,Ich kenne sie.
I know now.,Ich weiß es jetzt.
I know you.,Ich kenne dich.
I like Tom.,Ich mag Tom.
I like art.,Ich mag Kunst.
I like him.,Ich mag ihn.
I like tea.,Ich mag Tee.
I like you.,Du gefällst mir.
I like you.,Ich mag dich.
I listened.,Ich hörte zu.
I listened.,Ich habe zugehört.
I love Tom.,Ich liebe Tom.
I love her.,Ich liebe sie.
I love him.,Ich liebe ihn.
I love tea.,Ich liebe Tee.
I love you.,Ich liebe Sie.
I love you.,Ich liebe dich!
I love you.,Ich liebe euch.
I love you.,Ich liebe dich.
I loved it.,Ich liebte es.
I made tea.,Ich habe Tee gemacht.
I made tea.,Ich machte Tee.
I met them.,Ich habe sie getroffen.
I met them.,Ich traf sie.
I met them.,Ich habe sie kennengelernt.
I miss Tom.,Ich vermisse Tom.
I miss Tom.,Tom fehlt mir.
I miss you.,Ich vermisse dich.
I miss you.,Ich vermisse Sie.
I miss you.,Ich vermisse euch.
I miss you.,Du fehlst mir.
I misspoke.,Ich habe mich versprochen.
I need Tom.,Ich brauche Tom.
I need air.,Ich brauche Luft.
I need ice.,Ich brauche Eis.
I need you.,Ich brauche dich.
I need you.,Ich brauche Sie.
I need you.,Ich brauche euch.
I panicked.,Ich geriet in Panik.
I pity you.,Du tust mir leid.
I promised.,Ich habe es versprochen.
I ran away.,Ich rannte davon.
I ran home.,Ich lief nach Hause.
I ran home.,Ich rannte nach Hause.
I remember.,Ich erinnere mich.
I resigned.,Ich bin zurückgetreten.
I resigned.,Ich trat zurück.
I said yes.,Ich sagte ja.
I sat down.,Ich setzte mich.
I saw that.,Das habe ich gesehen.
I saw them.,Ich habe sie gesehen.
I see that.,Ich sehe das.
I shivered.,Ich zitterte.
I shot Tom.,Ich schoss auf Tom.
I squinted.,Ich blinzelte.
I squinted.,Ich habe geblinzelt.
I stood up.,Ich bin aufgestanden.
I survived.,Ich habe überlebt.
I survived.,Ich überlebte.
I think so.,Ich stimme dem zu.
I threw up.,Ich habe gekotzt.
I threw up.,Ich habe mich übergeben.
I threw up.,Ich habe erbrochen.
I told Tom.,Ich habe es Tom gesagt.
I use this.,Ich verwende das.
I use this.,Ich benutze das.
I want Tom.,Ich will Tom.
I want one!,Ich will einen!
I want one!,Ich will eins!
I want one!,Ich will eine!
I want one.,Ich will eins.
I want rum.,Ich will Rum.
I want rum.,Ich möchte Rum.
I want you.,Ich will dich.
I want you.,Ich will dich!
I was away.,Ich war weg.
I was busy.,Ich war beschäftigt.
I was calm.,Ich war ruhig.
I was cold.,Mir war kalt.
I was good.,Ich war gut.
I was here.,Ich war hier.
I was late.,Ich kam zu spät.
I was lost.,Ich hatte mich verirrt.
